CustomerID,Adopt,Gender,Age,Nationality,Loyalty,Tenure,Post,NumBookings,Spending
1191,1,Male,46,1,4,90,1,29,9106
1192,1,Male,35,1,2,73,1,23,7130
1193,1,Male,58,1,1,21,1,13,4212
1194,1,Female,51,0,1,75,1,21,6363
1195,1,Male,36,1,1,100,1,25,7775
1196,1,Male,43,1,1,95,1,26,8164
1197,1,Male,39,1,1,3,1,6,1704
1198,1,Male,62,1,2,69,1,24,6864
1199,1,Female,48,1,1,26,1,12,3516
1200,1,Female,35,1,1,72,1,20,5840
1201,1,Female,61,1,2,50,1,19,5567
1202,1,Male,33,1,1,77,1,21,6321
1203,1,Male,49,1,1,55,1,19,5605
1204,1,Male,49,1,3,37,1,18,6192
1205,1,Female,44,1,1,49,1,16,4992
1206,1,Female,49,1,1,43,1,16,4704
1207,1,Male,44,1,1,7,1,7,1967
1208,1,Female,38,1,3,42,1,16,4640
1209,1,Female,41,1,2,28,1,15,4710
1210,1,Male,32,1,2,67,1,21,5964
1211,1,Male,45,1,1,62,1,20,5280
1212,1,Male,40,1,2,60,1,17,5423
1213,1,Male,48,1,2,13,1,12,4080
1214,1,Male,53,1,2,33,1,14,4368
1215,1,Male,58,1,1,80,1,26,8242
1216,1,Male,35,1,1,97,1,25,7900
1217,1,Male,49,1,1,50,1,19,6213
1218,1,Female,46,1,2,3,1,9,2718
1219,1,Female,66,1,1,13,1,12,3504
1220,1,Male,52,1,3,9,1,12,3708
1221,1,Male,68,1,1,79,1,24,6984
1222,1,Male,32,1,1,88,1,25,6000
1223,1,Female,42,0,1,18,1,9,2925
1224,1,Male,53,1,1,5,1,11,2904
1225,1,Male,45,1,3,54,1,18,4968
1226,1,Male,39,1,3,25,1,14,4284
1227,1,Male,39,0,3,47,1,20,6880
1228,1,Male,33,1,1,14,1,8,2208
1229,1,Male,56,1,3,52,1,22,6974
1230,1,Female,63,0,2,29,1,15,4455
1231,1,Female,41,1,1,99,1,27,7047
1232,1,Female,51,0,2,13,1,12,3648
1233,1,Male,42,1,3,91,1,27,7317
1234,1,Male,36,1,1,76,1,22,6534
1235,1,Male,37,1,1,16,1,9,2862
1236,1,Male,27,1,1,59,1,16,4992
1237,1,Male,43,1,2,61,1,18,5220
1238,1,Female,51,1,2,83,1,27,8586
1239,1,Male,46,0,2,77,1,23,6854
1240,1,Female,65,1,1,99,1,27,7965
1241,1,Female,61,0,1,32,1,14,4284
1242,1,Female,46,1,2,4,1,8,2632
1243,1,Female,67,0,1,36,1,16,5008
1244,1,Female,59,1,1,62,1,19,6270
1245,1,Female,33,1,1,92,1,24,7176
1246,1,Male,53,1,1,70,1,21,6909
1247,1,Male,57,1,1,49,1,18,4932
1248,1,Female,52,1,1,91,1,26,8294
1249,1,Male,42,0,3,38,1,16,4784
1250,1,Female,45,0,1,26,1,11,3388
1251,1,Male,44,0,4,71,1,24,6696
1252,1,Male,54,1,2,75,1,24,7488
1253,1,Female,47,1,1,68,1,22,7062
1254,1,Female,56,1,1,88,1,25,7225
1255,1,Female,50,0,2,50,1,17,5117
1256,1,Male,53,1,1,49,1,19,5719
1257,1,Male,45,1,1,14,1,8,2136
1258,1,Male,46,1,1,26,1,12,3936
1259,1,Female,44,0,4,48,1,21,5796
1260,1,Female,45,1,2,95,1,27,8694
1261,1,Female,47,1,1,32,1,13,3393
1262,1,Female,42,1,2,25,1,13,3458
1263,1,Female,60,1,2,50,1,20,5540
1264,1,Male,34,1,2,60,1,19,5795
1265,1,Male,26,1,2,54,1,15,4815
1266,1,Male,58,1,1,37,1,15,4800
1267,1,Female,46,1,2,81,1,24,7128
1268,1,Male,48,1,2,6,1,9,2826
1269,1,Male,34,0,4,9,1,11,3608
1270,1,Male,33,1,2,57,1,20,5920
1271,1,Male,36,1,1,97,1,26,8606
1272,1,Male,29,1,1,66,1,18,5706
1273,1,Male,42,1,2,47,1,17,5253
1274,1,Female,46,1,1,52,1,18,5346
1275,1,Male,42,1,1,7,1,8,2360
1276,1,Male,32,1,4,59,1,22,6468
1277,1,Female,34,1,1,89,1,23,7406
1278,1,Male,52,1,2,21,1,12,3708
1279,1,Female,54,1,1,81,1,23,6831
1280,1,Female,40,1,3,37,1,16,4864
1281,1,Female,49,1,1,34,1,13,3393
1282,1,Female,47,0,1,87,1,24,7368
1283,1,Male,50,1,2,89,1,25,7550
1284,1,Male,30,0,2,40,1,14,4396
1285,1,Female,51,1,3,36,1,17,4709
1286,1,Male,41,0,1,63,1,18,5148
1287,1,Female,45,1,1,14,1,11,3113
1288,1,Male,57,1,2,83,1,26,8086
1289,1,Female,48,0,2,66,1,21,6216
1290,1,Male,45,1,1,35,1,13,3965
1291,1,Male,56,1,3,73,1,25,7350
1292,1,Male,56,1,1,55,1,18,5868
1293,1,Male,55,1,1,98,1,27,8073
1294,1,Male,40,1,1,14,1,9,2808
1295,1,Female,46,1,1,66,1,20,6400
1296,1,Male,47,0,1,2,1,7,2289
1297,1,Female,41,0,1,75,1,21,6552
1298,1,Male,43,1,3,13,1,11,3333
1299,1,Female,59,1,1,48,1,19,5396
1300,1,Male,43,1,2,36,1,15,4245
1301,1,Female,36,0,1,5,1,6,1632
1302,1,Male,26,1,1,6,1,6,1932
1303,1,Male,57,1,1,3,1,9,2952
1304,1,Male,39,1,1,36,1,13,3887
1305,1,Male,42,1,1,97,1,26,6812
1306,1,Male,35,0,2,79,1,23,6141
1307,1,Male,64,1,2,98,1,29,8845
1308,1,Male,41,1,2,96,1,26,7774
1309,1,Male,43,1,1,73,1,23,6302
1310,1,Male,42,1,1,50,1,17,5168
1311,1,Female,50,0,3,38,1,18,4878
1312,1,Female,48,1,1,5,1,9,2808
1313,1,Male,62,1,1,42,1,18,5184
1314,1,Male,48,1,2,100,1,29,7511
1315,1,Male,40,1,2,53,1,18,5094
1316,1,Male,24,1,2,67,1,19,6897
1317,1,Female,44,1,1,7,1,7,1960
1318,1,Male,50,1,1,53,1,18,5490
1319,1,Male,55,1,2,92,1,27,9153
1320,1,Male,40,1,1,80,1,23,6417
1321,1,Male,50,1,2,83,1,25,7375
1322,1,Male,56,0,3,87,1,28,8680
1323,1,Male,30,1,1,17,1,8,2304
1324,1,Male,53,1,2,94,1,27,7668
1325,1,Male,26,1,1,8,1,6,1758
1326,1,Male,57,1,1,47,1,17,5134
1327,1,Female,46,0,2,15,1,11,3212
1328,1,Male,36,1,3,22,1,13,4160
1329,1,Male,39,1,1,3,1,8,2520
1330,1,Female,39,0,1,18,1,6,1548
1331,1,Female,33,0,1,15,1,8,2200
1332,1,Female,39,1,4,46,1,22,7040
1333,1,Male,45,1,2,68,1,21,5859
1334,1,Male,41,0,2,40,1,15,4380
1335,1,Male,41,1,2,46,1,16,5008
1336,1,Female,50,1,2,64,1,22,6974
1337,1,Female,65,0,2,87,1,26,7826
1338,1,Male,41,1,1,8,1,10,2590
1339,1,Male,49,0,2,23,1,11,3399
1340,1,Male,47,0,1,49,1,17,4998
1341,1,Male,56,1,3,40,1,18,5616
1342,1,Female,47,1,2,81,1,25,7425
1343,1,Male,48,1,1,75,1,21,6342
1344,1,Male,64,1,2,61,1,22,6908
1345,1,Male,35,0,1,29,1,12,3624
1346,1,Female,48,1,2,61,1,20,5840
1347,1,Male,39,0,2,60,1,19,5662
1348,1,Male,42,1,1,80,1,20,6360
1349,1,Female,47,0,3,83,1,26,7514
1350,1,Male,36,1,2,47,1,16,4496
1351,1,Female,35,1,2,20,1,10,2930
1352,1,Female,38,1,2,39,1,16,4176
1353,1,Female,50,1,1,7,1,9,2502
1354,1,Female,47,1,2,3,1,9,2736
1355,1,Female,36,1,2,7,1,8,2560
1356,1,Male,52,1,3,37,1,18,5580
1357,1,Male,43,0,3,35,1,16,4496
1358,1,Male,47,1,2,20,1,12,3888
1359,1,Male,55,0,1,6,1,10,3330
1360,1,Male,34,1,3,60,1,20,5760
1361,1,Male,22,1,1,75,1,21,6951
1362,1,Male,44,1,2,86,1,25,7075
1363,1,Female,55,1,1,73,1,22,6512
1364,1,Male,41,1,1,61,1,19,5928
1365,1,Male,34,1,1,38,1,12,3564
1366,1,Female,32,1,1,81,1,21,6195
1367,1,Male,43,0,2,69,1,22,6666
1368,1,Male,68,1,2,84,1,28,8428
1369,1,Female,29,0,2,39,1,13,4004
1370,1,Female,60,1,1,47,1,18,5616
1371,1,Male,45,1,2,92,1,28,7924
1372,1,Female,45,0,1,71,1,20,5460
1373,1,Male,30,1,2,50,1,17,4607
1374,1,Female,35,1,1,12,1,7,1897
1375,1,Male,47,1,1,7,1,11,3762
1376,1,Male,44,0,1,84,1,24,6336
1377,1,Female,60,1,1,95,1,28,8204
1378,1,Male,59,1,4,68,1,25,6900
1379,1,Male,34,1,4,12,1,13,3809
1380,1,Female,37,1,1,67,1,19,4826
1381,1,Male,64,1,3,9,1,13,4251
1382,1,Male,47,1,2,84,1,23,7498
1383,1,Male,46,1,2,97,1,25,7550
1384,1,Female,51,1,1,42,1,16,4640
1385,1,Male,48,1,2,96,1,28,8260
1386,1,Female,43,1,1,17,1,10,3320
1387,1,Male,44,1,1,1,1,6,1980
1388,1,Male,63,1,2,59,1,20,5240
1389,1,Male,40,1,2,68,1,22,6534
1390,1,Female,50,1,1,90,1,26,7956
1391,1,Male,48,0,2,27,1,14,3472
1392,1,Female,40,1,3,88,1,27,7911
1393,1,Female,51,0,1,33,1,13,3588
1394,1,Female,43,1,1,36,1,15,4170
1395,1,Female,40,1,2,50,1,17,5627
1396,1,Male,42,0,2,46,1,15,5115
1397,1,Male,46,1,3,74,1,26,7670
1398,1,Male,22,1,2,75,1,20,6060
1399,1,Female,55,1,1,76,1,22,6644
1400,1,Male,30,1,1,63,1,16,3936
1401,1,Male,47,1,1,35,1,16,4800
1402,1,Male,35,0,3,3,1,10,2970
1403,1,Male,42,0,2,22,1,11,3641
1404,1,Male,53,1,1,70,1,22,6490
1405,1,Male,35,1,1,64,1,19,5643
1406,1,Male,60,1,2,28,1,13,4082
1407,1,Female,60,1,1,43,1,16,4896
1408,1,Female,33,1,2,2,1,6,1620
1409,1,Male,44,1,3,65,1,25,7925
1410,1,Female,55,1,1,62,1,20,5820
1411,1,Male,36,0,2,61,1,20,6000
1412,1,Male,48,1,4,47,1,21,6762
1413,1,Male,44,1,2,46,1,18,5526
1414,1,Female,67,0,1,36,1,16,5056
1415,1,Male,53,0,4,59,1,25,7900
1416,1,Male,42,1,1,58,1,18,5724
1417,1,Female,48,0,1,55,1,17,4556
1418,1,Male,41,0,1,93,1,25,8425
1419,1,Male,45,0,1,6,1,10,2820
1420,1,Male,42,1,1,30,1,11,3410
1421,1,Male,60,1,3,71,1,25,7275
1422,1,Male,51,0,4,66,1,25,7650
1423,1,Female,32,0,3,68,1,21,6762
1424,1,Female,64,1,1,6,1,11,3256
1425,1,Female,50,1,1,93,1,26,7774
1426,1,Female,35,0,2,71,1,22,6908
1427,1,Male,55,1,1,40,1,15,4230
1428,1,Male,25,1,2,70,1,21,6237
1429,1,Male,27,0,3,24,1,12,3660
1430,1,Female,53,1,3,63,1,24,7536
1431,1,Female,70,0,1,75,1,25,7975
1432,1,Male,32,0,4,54,1,21,6447
1433,1,Female,25,0,2,99,1,24,6480
1434,1,Male,58,1,3,62,1,23,7153
1435,1,Female,37,1,2,94,1,26,7228
1436,1,Female,38,1,1,85,1,22,6908
1437,1,Male,62,1,1,91,1,26,8190
1438,1,Female,47,0,2,82,1,23,7084
1439,1,Male,38,1,2,99,1,28,8540
1440,1,Female,43,1,1,47,1,17,4862
1441,1,Female,36,1,3,92,1,28,8848
1442,1,Male,24,1,1,42,1,13,3835
1443,1,Male,55,1,2,64,1,23,7682
1444,1,Male,40,0,1,9,1,9,2565
1445,1,Male,30,1,3,63,1,20,5460
1446,1,Female,43,1,4,8,1,11,3190
1447,1,Male,41,1,1,58,1,18,5418
1448,1,Male,24,0,1,1,1,4,1216
1449,1,Female,53,0,1,67,1,20,5740
1450,1,Male,35,0,1,83,1,23,8234
1451,1,Male,33,1,2,75,1,22,7172
1452,1,Male,56,1,3,23,1,15,4485
1453,1,Male,42,1,1,99,1,27,7668
1454,1,Male,42,1,2,16,1,12,3708
1455,1,Female,39,1,2,42,1,16,4480
1456,1,Male,49,0,2,59,1,17,5134
1457,1,Male,49,1,2,64,1,20,5660
1458,1,Female,31,1,4,3,1,11,3212
1459,1,Female,57,1,2,23,1,13,4212
1460,1,Male,30,1,1,19,1,9,2574
1461,1,Male,68,1,2,21,1,14,4564
1462,1,Male,31,1,1,72,1,19,5776
1463,1,Female,71,1,4,20,1,17,4896
1464,1,Male,38,1,1,54,1,17,5168
1465,1,Female,25,0,3,43,1,16,4912
1466,1,Female,66,1,2,54,1,20,6300
1467,1,Female,37,1,1,63,1,19,6175
1468,1,Female,52,1,1,95,1,25,8100
1469,1,Male,34,1,1,58,1,16,4752
1470,1,Female,39,1,3,26,1,14,4704
1471,1,Female,39,1,2,78,1,23,6578
1472,1,Male,32,1,2,83,1,24,7656
1473,1,Male,33,1,2,49,1,17,4692
1474,1,Female,56,0,1,41,1,16,4672
1475,1,Male,48,0,1,76,1,22,6358
1476,1,Male,39,1,1,5,1,7,2044
1477,1,Male,45,1,2,27,1,14,4382
1478,1,Female,37,1,1,35,1,12,3468
1479,1,Male,46,0,2,54,1,18,4860
1480,1,Female,41,1,4,95,1,30,9750
1481,1,Male,45,1,1,15,1,12,3456
1482,1,Male,47,1,2,95,1,26,6760
1483,1,Female,34,0,1,47,1,15,4995
1484,1,Female,65,1,3,64,1,23,7429
1485,1,Male,41,1,1,80,1,24,6936
1486,1,Male,41,1,2,3,1,7,2275
1487,1,Male,32,0,1,60,1,18,5598
1488,1,Female,44,1,3,45,1,19,5586
1489,1,Female,37,0,1,59,1,15,4335
1490,1,Female,54,1,3,6,1,11,3718
1491,1,Female,41,1,3,4,1,8,2536
1492,1,Female,63,1,3,74,1,25,7700
1493,1,Male,57,1,4,21,1,17,5593
1494,1,Male,61,1,2,10,1,11,3432
1495,1,Male,49,1,1,41,1,15,4800
1496,1,Male,40,1,1,9,1,9,2736
1497,1,Female,51,1,3,21,1,12,3756
1498,1,Male,42,1,1,90,1,24,7296
1499,1,Male,57,1,2,2,1,9,2790
1500,1,Male,42,0,1,6,1,5,1505
1501,1,Female,44,1,2,41,1,16,4560
1502,1,Male,54,1,1,82,1,24,7824
1503,1,Male,33,1,2,58,1,17,5168
1504,1,Male,42,1,3,67,1,22,5918
1505,1,Male,46,1,3,54,1,21,6552
1506,1,Male,47,1,1,60,1,18,4698
1507,1,Female,45,1,3,47,1,20,6320
1508,1,Male,38,1,2,71,1,20,6140
1509,1,Male,48,1,2,11,1,10,2890
1510,1,Male,48,1,1,11,1,6,1818
1511,1,Male,48,0,1,76,1,22,5786
1512,1,Male,44,1,2,70,1,23,7774
1513,1,Male,43,1,1,71,1,21,6489
1514,1,Female,25,1,3,65,1,21,6321
1515,1,Female,38,1,2,24,1,13,3952
1516,1,Male,44,0,2,89,1,26,6890
1517,1,Male,49,1,3,26,1,14,4368
1518,1,Male,43,1,2,70,1,22,6842
1519,1,Male,51,1,2,20,1,11,3443
1520,1,Male,62,1,2,71,1,23,7590
1521,1,Female,63,1,2,21,1,13,3991
1522,1,Female,45,1,2,81,1,24,7248
1523,1,Female,56,1,1,83,1,27,7236
1524,1,Male,38,1,2,69,1,21,5922
1525,1,Female,56,0,1,85,1,26,7358
1526,1,Female,56,1,2,95,1,27,7992
1527,1,Female,38,1,2,85,1,24,6576
1528,1,Male,35,1,2,31,1,12,3876
1529,1,Male,53,1,1,60,1,19,4959
1530,1,Male,46,0,1,8,1,8,2528
1531,1,Male,39,1,3,93,1,28,9072
1532,1,Male,36,0,1,24,1,10,2980
1533,1,Male,48,1,2,11,1,11,3641
1534,1,Female,47,1,1,47,1,19,5605
1535,1,Male,66,1,1,93,1,27,8559
1536,1,Female,37,1,3,63,1,21,6468
1537,1,Female,60,1,2,1,1,8,2248
1538,1,Male,53,0,3,17,1,12,3708
1539,1,Male,57,1,2,89,1,26,8138
1540,1,Male,39,1,1,4,1,7,2198
1541,1,Female,61,0,1,64,1,19,5681
1542,1,Male,57,0,2,46,1,18,5868
1543,1,Male,40,1,2,85,1,23,6693
1544,1,Male,30,1,1,5,1,6,1752
1545,1,Female,40,1,2,5,1,9,2961
1546,1,Female,51,1,2,88,1,26,7696
1547,1,Male,36,1,4,97,1,31,8773
1548,1,Female,32,1,2,81,1,23,6900
1549,1,Male,51,1,1,43,1,15,4590
1550,1,Male,46,1,1,8,1,9,2574
1551,1,Female,55,0,1,59,1,19,5282
1552,1,Female,42,1,4,5,1,12,3684
1553,1,Male,44,0,1,90,1,25,7400
1554,1,Female,35,1,1,27,1,11,3366
1555,1,Male,49,1,2,62,1,20,5700
1556,1,Female,33,1,1,62,1,19,5966
1557,1,Male,19,1,1,97,1,24,6456
1558,1,Female,39,1,2,12,1,10,3220
1559,1,Male,39,1,1,7,1,7,2079
1560,1,Male,55,1,2,90,1,26,7384
1561,1,Male,58,1,1,93,1,26,7384
1562,1,Male,51,1,1,43,1,17,4522
1563,1,Female,54,1,1,100,1,27,8154
1564,1,Male,38,0,1,70,1,21,6111
1565,1,Male,23,0,2,90,1,24,6840
1566,1,Male,34,0,2,75,1,22,6644
1567,1,Male,20,1,2,2,1,6,1716
1568,1,Female,54,1,1,94,1,27,7776
1569,1,Male,48,1,1,70,1,21,6027
1570,1,Male,62,1,1,39,1,17,5083
1571,1,Male,42,1,2,20,1,11,3278
1572,1,Male,39,1,1,18,1,10,3420
1573,1,Female,61,1,3,29,1,17,5202
1574,1,Male,41,0,4,76,1,28,8120
1575,1,Male,48,1,1,91,1,26,7618
1576,1,Male,41,1,1,98,1,27,7290
1577,1,Female,29,1,1,26,1,11,3421
1578,1,Male,48,1,1,15,1,11,3377
1579,1,Male,47,1,2,67,1,23,6463
1580,1,Male,64,1,2,76,1,25,8275
1581,1,Male,75,0,3,23,1,16,4704
1582,1,Male,48,1,1,4,1,7,2037
1583,1,Male,33,1,2,59,1,19,5890
1584,1,Male,55,1,2,40,1,18,5328
1585,1,Male,52,0,2,46,1,18,5760
1586,1,Female,45,1,2,3,1,8,2368
1587,1,Male,51,1,1,31,1,14,3724
1588,1,Male,43,1,2,84,1,24,7536
1589,1,Male,40,1,1,57,1,20,5680
1590,1,Male,38,1,2,7,1,8,2416
1591,1,Female,65,1,1,31,1,14,4452
1592,1,Male,48,1,1,68,1,21,6825
1593,1,Male,45,1,3,10,1,10,2920
1594,1,Female,49,1,2,20,1,10,3030
1595,1,Male,64,1,1,28,1,15,4530
1596,1,Male,20,1,2,93,1,24,7560
1597,1,Female,42,1,2,43,1,16,4960
1598,1,Male,50,0,3,14,1,13,3952
1599,1,Male,66,0,1,16,1,10,3000
1600,1,Female,43,1,1,72,1,19,5225
1601,1,Female,52,1,2,84,1,24,6840
1602,1,Female,46,1,2,86,1,26,8606
1603,1,Female,50,1,2,35,1,16,5216
1604,1,Male,70,1,1,41,1,17,4794
